u,v,key,osmid,oneway,highway,maxspeed,reversed,length,from,to,lanes,name,bridge,junction,width,access,service,tunnel
5378108466,5391078523,0,558918794,0,residential,,False,55.978,5391078523,5378108466,,,,,,,,,
5378210488,5378210489,0,557684485,0,residential,,True,10.359,5378210489,5378210488,,,,,,,,,
5378210488,5378210489,1,558925036,0,service,,False,45.928,5378210489,5378210488,,,,,,,,alley,
5378210488,5381363061,0,557684485,0,residential,,False,42.682,5381363061,5378210488,,,,,,,,,
5378210489,5391127595,0,558924254,0,residential,,False,10.211,5391127595,5378210489,,Juventud Ferroviaria,,,,,,,
5379248673,11104881498,0,"[532767995, 557791427]",0,"['service', 'footway']",,False,290.914,11104881498,5379248673,,,,,,,,,
5379248680,5379248681,0,557791429,0,service,,True,41.506,5379248681,5379248680,,,,,,,,parking_aisle,
5379249145,10885702051,0,113213184,1,primary,60,False,39.621,10885702051,5379249145,2,Juan del la Torre,,,,,,,
5379249150,5379249152,0,"[1185802234, 557791447]",0,service,,True,27.871,5379249152,5379249150,,,,,,,private,,
5379796461,5394459774,0,559258547,0,residential,,True,16.409,5394459774,5379796461,,Calle Javier Delgado,,,,,,,
5379805298,8734566548,0,1164231047,0,service,,True,4.439,8734566548,5379805298,,,,,,,,,
5379844077,5379867635,0,549831181,0,residential,,True,45.767,5379867635,5379844077,,Los Zafiros,,,,,,,
5379844077,5391133826,0,549831181,0,residential,,False,74.536,5391133826,5379844077,,Los Zafiros,,,,,,,
5379844077,5391133842,0,557853744,0,residential,,False,61.17,5391133842,5379844077,1,Calle San Rafael,,,,,,,
5379844077,5400711594,0,557853744,0,residential,,True,181.181,5400711594,5379844077,1,Calle San Rafael,,,,,,,
5379844080,5506893862,0,549831295,0,residential,,True,19.433,5506893862,5379844080,,Las Aguamarinas,,,,,,,
5379844080,5379868011,0,557853744,0,residential,,False,36.931,5379868011,5379844080,1,Calle San Rafael,,,,,,,
5379844080,10754897662,0,"[558925028, 549831295]",0,residential,,False,67.15,10754897662,5379844080,,Las Aguamarinas,,,,,,,
5379852095,5379867635,0,549831181,0,residential,,False,60.804,5379867635,5379852095,,Los Zafiros,,,,,,,
5379852095,5391133844,0,557857107,0,residential,,True,63.145,5391133844,5379852095,1,San Fernando,,,,,,,
5379852095,5391078537,0,557855816,0,residential,,False,127.817,5391078537,5379852095,1,San Fernando,,,,,,,
5379858302,5483426614,0,557859370,0,residential,,True,35.521,5483426614,5379858302,,Enrique Pallardelli,,,,,,,
5379858302,5379874279,0,"[557858898, 557859370]",0,residential,,False,80.588,5379874279,5379858302,,"['Enrique Pallardelli', 'Calle Cabrera Valdez']",,,,,,,
5379858303,5379868011,0,557853744,0,residential,,True,59.903,5379868011,5379858303,1,Calle San Rafael,,,,,,,
5379858303,5400711594,0,557853744,0,residential,,False,50.054,5400711594,5379858303,1,Calle San Rafael,,,,,,,
5379858303,5379867638,0,557857111,0,residential,,True,78.139,5379867638,5379858303,,Los Topacios,,,,,,,
5379858305,5391078537,0,557855816,0,residential,,True,108.761,5391078537,5379858305,1,San Fernando,,,,,,,
5379858305,5379868013,0,557855816,0,residential,,False,60.766,5379868013,5379858305,1,San Fernando,,,,,,,
5379858305,5379858306,0,557857111,0,residential,,True,56.363,5379858306,5379858305,,Los Topacios,,,,,,,
5379858305,5379867638,0,557857111,0,residential,,False,61.011,5379867638,5379858305,,Los Topacios,,,,,,,
5379858306,5391078857,0,110827517,0,residential,,True,43.327,5391078857,5379858306,,,,,,,,,
5379858306,5391078858,0,110827517,0,residential,,False,5.718,5391078858,5379858306,,,,,,,,,
5379867635,5391078536,0,557857841,0,residential,,True,109.25,5391078536,5379867635,,San Gabriel,,,,,,,
5379867637,5379867638,0,557857841,0,residential,,True,50.046,5379867638,5379867637,,San Gabriel,,,,,,,
5379868011,5379868013,0,557857929,0,residential,,True,129.432,5379868013,5379868011,,San Jorge,,,,,,,
5379868013,5506893864,0,557855816,0,residential,,False,51.455,5506893864,5379868013,1,San Fernando,,,,,,,
5379874278,5379874279,0,557858898,0,residential,,True,22.412,5379874279,5379874278,,Calle Cabrera Valdez,,,,,,,
5380727086,6734047815,0,902502338,1,residential,40,False,66.862,5380727086,6734047815,2,Calle San Antonio,,,,,,,
5380727086,6734034534,0,110845214,1,residential,40,False,103.229,6734034534,5380727086,2,Calle San Pedro,,,,,,,
5380727089,5393844126,0,110817580,0,residential,40,False,74.008,5393844126,5380727089,,Calle Mariano Melgar,,,,,,,
5380727089,5393844127,0,1275766895,1,tertiary,50,False,78.883,5380727089,5393844127,2,Avenida La Paz,,,,,,,
5380727091,10656093775,0,110809683,1,residential,40,False,200.491,5380727091,10656093775,2,Calle Francisco Bolognesi,,,,,,,
5380727091,5381354365,0,110809683,1,residential,40,False,94.628,5381354365,5380727091,2,Calle Francisco Bolognesi,,,,,,,
5380727094,9027081296,0,23994451,1,residential,40,False,29.685,9027081296,5380727094,2,Calle Moral,,,,,,,
5381008103,5381008105,0,"[404423709, 558026918]",0,footway,,False,54.462,5381008105,5381008103,,,,,,,,,
5381008105,5381008110,0,404423709,0,footway,,False,41.172,5381008110,5381008105,,,,,,,,,
5381008105,5381008115,0,558026920,0,footway,,True,20.427,5381008115,5381008105,,,,,,,,,
5381008108,5381008109,0,558026920,0,footway,,True,20.455,5381008109,5381008108,,,,,,,,,
5381008108,5381008115,0,558026920,0,footway,,False,1.639,5381008115,5381008108,,,,,,,,,
5381008108,5381008114,0,558026924,0,footway,,True,13.921,5381008114,5381008108,,,,,,,,,
5381008109,5381008116,0,404414777,0,footway,,True,19.547,5381008116,5381008109,,,,,,,,,
5381008109,5381008123,0,404414777,0,footway,,False,12.317,5381008123,5381008109,,,,,,,,,
5381008109,5381008114,0,558026920,0,footway,,True,14.877,5381008114,5381008109,,,,,,,,,
5381008110,5381008111,0,558026920,0,footway,,False,32.162,5381008111,5381008110,,,,,,,,,
5381008111,5381008114,0,558026920,0,footway,,False,8.483,5381008114,5381008111,,,,,,,,,
5381008111,5381008113,0,558026923,0,footway,,True,56.33,5381008113,5381008111,,,,,,,,,
5381008115,5381008116,0,558026925,0,footway,,True,17.349,5381008116,5381008115,,,,,,,,,
5381008116,5381008128,0,404414777,0,footway,,True,13.434,5381008128,5381008116,,,,,,,,,
5381008117,5381008150,0,404414777,0,footway,,True,9.502,5381008150,5381008117,,,,,,,,,
5381008117,5381008123,0,558026926,0,footway,,True,30.386,5381008123,5381008117,,,,,,,,,
5381008123,5381008150,0,404414777,0,footway,,False,9.492,5381008150,5381008123,,,,,,,,,
5381008128,5381008130,0,558026927,0,footway,,True,40.058,5381008130,5381008128,,,,,,,,,
5381008130,5381008131,0,558026927,0,footway,,True,30.109,5381008131,5381008130,,,,,,,,,
5381008130,5381008146,0,"[558026936, 558026928, 558026935]",0,footway,,"[False, True]",118.478,5381008146,5381008130,,,,,,,,,
5381008135,5381008143,2,558026930,0,footway,,False,29.428,5381008135,5381008143,,,,,,,,,
5381008135,5381008143,3,558026930,0,footway,,True,20.203,5381008135,5381008143,,,,,,,,,
5381008143,5381008144,0,"[558026929, 558026932]",0,footway,,"[False, True]",76.684,5381008144,5381008143,,,,,,,,,
5381008144,5381008145,0,558026933,0,footway,,True,34.491,5381008145,5381008144,,,,,,,,,
5381008145,11015162767,0,175698672,1,secondary,40,False,89.46,5381008145,11015162767,2,Avenida Daniel Alcides Carri??n,,,,,,,
5381008146,5381018098,0,"[404414776, 558026934]",0,footway,,False,31.503,5381018098,5381008146,,,,,,,,,
5381008150,5381008151,0,558026937,0,footway,,True,11.539,5381008151,5381008150,,,,,,,,,
5381018098,5381018101,0,404414776,0,footway,,False,14.862,5381018101,5381018098,,,,,,,,,
5381018098,5381018101,1,558028147,0,footway,,True,38.481,5381018101,5381018098,,,,,,,,,
5381354349,11086686807,0,558062850,0,residential,30,False,6.791,11086686807,5381354349,,Universidad San Agustin,,,,,,,
5381354349,11021342399,0,649901512,1,secondary,40,False,7.557,5381354349,11021342399,2,Avenida V?�rgen del Pilar,,,,,,,
5381354349,5465535935,0,649901512,1,secondary,40,False,6.141,5465535935,5381354349,2,Avenida V?�rgen del Pilar,,,,,,,
5381354353,11012877922,0,110818693,1,secondary_link,40,False,62.623,5381354353,11012877922,,,,,,,,,
5381354355,11016354606,0,557378638,0,residential,,False,10.86,11016354606,5381354355,,Urbanizaci??n las Orqu?�deas Manzana A,,,,,,,
5381354355,5406208483,0,557378638,0,residential,,True,169.243,5406208483,5381354355,,Urbanizaci??n las Orqu?�deas Manzana A,,,,,,,
5381354362,11101838070,0,399826756,1,tertiary,40,False,7.272,5381354362,11101838070,2,Calle Nicol?�s de Pi?�rola,,,,,,,
5381354362,11101838064,0,423240871,1,residential,40,False,6.968,5381354362,11101838064,2,Calle San Camilo,,,,,,,
5381354362,11101838052,0,407609608,1,residential,40,False,4.655,11101838052,5381354362,2,Calle San Camilo,,,,,,,
5381354362,11101838058,0,399826756,1,tertiary,40,False,4.377,11101838058,5381354362,2,Calle Nicol?�s de Pi?�rola,,,,,,,
5381354363,11101838024,0,110830216,1,residential,40,False,2.851,5381354363,11101838024,2,Calle Per??,,,,,,,
5381354363,11101838028,0,407609608,1,residential,40,False,6.613,5381354363,11101838028,2,Calle San Camilo,,,,,,,
5381354363,11101838018,0,407609608,1,residential,40,False,4.842,11101838018,5381354363,2,Calle San Camilo,,,,,,,
5381354363,11101838034,0,110830216,1,residential,40,False,9.118,11101838034,5381354363,2,Calle Per??,,,,,,,
5381354364,10885702029,0,110824727,1,residential,30,False,118.011,10885702029,5381354364,2,Calle Alto de la Luna,,,,,,,
5381354365,11068021155,0,110809683,1,residential,40,False,54.174,11068021155,5381354365,2,Calle Francisco Bolognesi,,,,,,,
5381354369,10923389495,0,1175517565,0,residential,30,False,79.721,10923389495,5381354369,1,Avenida San Mart?�n,,,,,,,
5381363056,5413568946,0,109453211,1,secondary,40,False,78.719,5381363056,5413568946,,Avenida Juan Vidaurr?�zaga,,,,,,,
5381363056,5484597540,0,110840306,0,residential,30,False,15.352,5484597540,5381363056,,,,,,,,,
5381363056,5391127602,0,110840306,0,residential,30,True,93.038,5391127602,5381363056,,,,,,,,,
5381363056,5391127603,0,109453211,1,secondary,40,False,48.935,5391127603,5381363056,,Avenida Juan Vidaurr?�zaga,,,,,,,
5381363058,5381363061,0,558063782,0,residential,,True,41.061,5381363061,5381363058,,,,,,,,,
5381363058,5381363060,0,558063782,0,residential,,False,60.216,5381363060,5381363058,,,,,,,,,
5381363059,5391127600,0,109453211,1,secondary,40,False,49.091,5381363059,5391127600,,Avenida Juan Vidaurr?�zaga,,,,,,,
5381363059,5381363060,0,558063782,0,residential,,True,63.776,5381363060,5381363059,,,,,,,,,
5381363059,11012585682,0,109453211,1,secondary,40,False,23.609,11012585682,5381363059,,Avenida Juan Vidaurr?�zaga,,,,,,,
5381363060,5391127601,0,558924259,0,residential,,True,49.899,5391127601,5381363060,,,,,,,,,
5391078162,9331081995,0,103800668,1,trunk_link,40,False,29.421,9331081995,5391078162,,Andia,,,,,,,
5391078165,9677854880,0,110843409,1,trunk_link,40,False,76.02,5391078165,9677854880,,,,,,,,,
5391078180,10774452966,0,558918785,0,service,20,False,269.123,10774452966,5391078180,,Calle Luis Blaisdell,,,,,no,alley,
5391078180,10774452946,0,558918787,0,residential,,False,14.717,10774452946,5391078180,2,Avenida Jacinto Ib?�??ez,,,,,,,
5391078180,5391078190,0,558918787,0,residential,,True,100.429,5391078190,5391078180,2,Avenida Jacinto Ib?�??ez,,,,,,,
5391078185,5391078189,0,110809487,0,residential,30,False,20.948,5391078189,5391078185,2,Calle Juan Barclay,,,,,,,
5391078185,10774452933,0,110809487,0,residential,30,True,55.556,10774452933,5391078185,2,Calle Juan Barclay,,,,,,,
5391078185,10774452933,1,1158573920,0,service,,False,162.575,10774452933,5391078185,,,,,,,,,
5391078186,10774452933,0,110809487,0,residential,30,False,137.292,10774452933,5391078186,2,Calle Juan Barclay,,,,,,,
5391078186,5391078188,0,"[558918786, 1164240668]",0,service,,True,76.928,5391078188,5391078186,,,,,,,private,driveway,
5391078189,5391078190,0,906037027,0,residential,30,False,136.358,5391078190,5391078189,2,Calle Ambrosio Vucetich,,,,,,,
5391078189,5391078195,0,557340195,0,residential,,True,147.09,5391078195,5391078189,,Calle ?�ngel Caballero,,,,,,,
5391078190,9410652334,0,558918787,0,residential,,True,53.63,9410652334,5391078190,2,Avenida Jacinto Ib?�??ez,,,,,,,
5391078190,10774452940,0,906037027,0,residential,30,False,150.739,10774452940,5391078190,2,Calle Ambrosio Vucetich,,,,,,,
5391078194,10754897665,0,557340195,0,residential,,True,129.482,10754897665,5391078194,,Calle ?�ngel Caballero,,,,,,,
5391078195,9410652322,0,1020323767,0,service,,False,57.069,9410652322,5391078195,,,,,,,,,
5391078207,9410652334,0,558918787,0,residential,,False,71.453,9410652334,5391078207,2,Avenida Jacinto Ib?�??ez,,,,,,,
5391078207,5391078209,0,"[892941541, 558918791]",0,residential,,True,337.819,5391078209,5391078207,,"['Calle Francisco la Rosa', 'Calle Francisco Velazco']",,,,,,,
5391078209,10774452940,0,906037027,0,residential,30,True,59.472,10774452940,5391078209,2,Calle Ambrosio Vucetich,,,,,,,
5391078210,5391078213,0,558918792,0,residential,,True,34.488,5391078213,5391078210,,Juventud Ferroviaria,,,,,,,
5391078210,5391127582,0,"[558918794, 558918795]",0,residential,,"[False, True]",168.546,5391127582,5391078210,,,,,,,,,
5391078210,5533945059,0,577207798,0,residential,,True,65.23,5533945059,5391078210,,,,,,,,,
5391078212,5391078218,0,558918792,0,residential,,False,52.291,5391078218,5391078212,,Juventud Ferroviaria,,,,,,,
5391078212,11016523152,0,424732725,1,secondary,40,False,16.652,11016523152,5391078212,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078213,5391078218,0,558918792,0,residential,,True,48.093,5391078218,5391078213,,Juventud Ferroviaria,,,,,,,
5391078213,5391078215,0,558918793,0,residential,,True,138.629,5391078215,5391078213,,,,,,,,,
5391078215,5391078220,0,558918794,0,residential,,True,14.158,5391078220,5391078215,,,,,,,,,
5391078215,5391127588,0,558918794,0,residential,,False,33.517,5391127588,5391078215,,,,,,,,,
5391078218,5391078219,0,558918796,0,residential,,True,129.707,5391078219,5391078218,,,,,,,,,
5391078219,5391078523,0,558918794,0,residential,,True,13.079,5391078523,5391078219,,,,,,,,,
5391078219,5391078220,0,558918794,0,residential,,False,39.75,5391078220,5391078219,,,,,,,,,
5391078220,5391078522,0,558918797,0,residential,,True,138.291,5391078522,5391078220,,,,,,,,,
5391078522,5391078523,0,558918798,0,residential,,False,87.102,5391078523,5391078522,,,,,,,,,
5391078525,5391078526,0,558918799,0,residential,,True,55.007,5391078526,5391078525,,,,,,,,,
5391078526,5391078527,0,110827517,0,residential,,True,10.508,5391078527,5391078526,,,,,,,,,
5391078526,11013404040,0,424732725,1,secondary,40,False,80.998,5391078526,11013404040,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078526,11013404026,0,424732725,1,secondary,40,False,6.75,11013404026,5391078526,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078527,11013404025,0,109453211,1,secondary,40,False,7.681,5391078527,11013404025,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078527,5750210239,0,110827517,0,residential,,True,6.212,5750210239,5391078527,,,,,,,,,
5391078527,11013404020,0,109453211,1,secondary,40,False,11.436,11013404020,5391078527,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078531,11013404020,0,109453211,1,secondary,40,False,25.198,5391078531,11013404020,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078531,11013404019,0,"[558918800, 1186051036, 1186051037]",1,service,,False,26.035,5391078531,11013404019,,,,,,,,,
5391078531,11013404039,0,109453211,1,secondary,40,False,42.898,11013404039,5391078531,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078534,5391078857,0,110827517,0,residential,,False,65.785,5391078857,5391078534,,,,,,,,,
5391078534,5391078537,0,558918801,0,residential,,False,59.828,5391078537,5391078534,,,,,,,,,
5391078534,5750210232,0,606490340,0,service,,False,62.491,5750210232,5391078534,,,,,,,,alley,
5391078536,5391078537,0,558918801,0,residential,,True,61.463,5391078537,5391078536,,,,,,,,,
5391078538,5506893864,0,557855816,0,residential,,True,27.163,5506893864,5391078538,1,San Fernando,,,,,,,
5391078538,5391078540,0,558918802,0,residential,,True,27.782,5391078540,5391078538,,,,,,,,,
5391078538,5506893862,0,549831295,0,residential,,False,104.193,5506893862,5391078538,,Las Aguamarinas,,,,,,,
5391078540,5506926925,0,573343830,0,steps,,True,18.458,5506926925,5391078540,,,,,,,,,
5391078540,5506926922,0,573343831,0,footway,,True,15.659,5506926922,5391078540,,,,,,,,,
5391078542,5391078862,0,110827517,0,residential,,True,42.869,5391078862,5391078542,,,,,,,,,
5391078542,11013404016,0,110827517,0,residential,,False,6.23,11013404016,5391078542,,,,,,,,,
5391078542,11013404018,0,573343829,0,residential,,True,16.846,11013404018,5391078542,,,,,,,,,
5391078542,5506926922,0,573343829,0,residential,,False,91.193,5506926922,5391078542,,,,,,,,,
5391078543,11013404018,0,573343829,0,residential,,False,69.115,11013404018,5391078543,,,,,,,,,
5391078543,5391078852,0,110808665,0,residential,,False,44.392,5391078852,5391078543,,,,,,,,,
5391078852,11013404039,0,109453211,1,secondary,40,False,10.163,5391078852,11013404039,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078852,11013404035,0,109453211,1,secondary,40,False,39.786,11013404035,5391078852,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391078853,5391078854,0,110808665,0,residential,,True,208.955,5391078854,5391078853,,,,,,,,,
5391078853,5391078859,0,110808665,0,residential,,False,42.727,5391078859,5391078853,,,,,,,,,
5391078853,5750210232,0,558919023,0,residential,,False,43.445,5750210232,5391078853,,,,,,,,,
5391078857,5750210232,0,558919023,0,residential,,True,27.977,5750210232,5391078857,,,,,,,,,
5391078858,5391078862,0,110827517,0,residential,,False,115.959,5391078862,5391078858,,,,,,,,,
5391078858,5391078860,0,558919024,0,residential,,True,41.776,5391078860,5391078858,,,,,,,,,
5391078859,5391078860,0,558919024,0,residential,,False,44.039,5391078860,5391078859,,,,,,,,,
5391078860,5391078861,0,558919025,0,residential,,True,116.115,5391078861,5391078860,,,,,,,,,
5391078861,5391078862,0,558919026,0,residential,,False,42.046,5391078862,5391078861,,,,,,,,,
5391108732,5391108738,0,110809040,0,residential,30,True,46.3,5391108738,5391108732,2,Obando,,,,,,,
5391108737,5391108740,0,570474813,1,primary,60,False,47.192,5391108740,5391108737,2,Avenida Venezuela,,,,,,,
5391108738,5391108740,0,558922112,0,residential,,True,127.952,5391108740,5391108738,,,,,,,,,
5391108743,10917232433,0,599442085,1,tertiary,,False,120.919,10917232433,5391108743,,Angamos,,,,,,,
5391108745,5432104281,0,109452267,0,residential,40,True,51.453,5432104281,5391108745,,Porcel,,,,,,,
5391108746,5391108749,0,558922113,0,residential,,False,110.346,5391108749,5391108746,,Ib?�??ez,,,,,,,
5391108746,5391108747,0,"[558922115, 110820159]",1,residential,,False,110.504,5391108746,5391108747,,"['Angamos', 'Calle Miguel Hidalgo']",,,,,,,
5391108747,5391108748,0,407608472,0,living_street,,True,31.37,5391108748,5391108747,,,,,,,,,
5391108747,5391108751,0,558922115,1,residential,,False,78.492,5391108747,5391108751,,Calle Miguel Hidalgo,,,,,,,
5391108748,5391108748,0,558922114,0,living_street,,False,46.034,5391108748,5391108748,,,,,,,,,
5391108749,5391108752,0,110840549,1,residential,40,False,48.33,5391108752,5391108749,,Calle Benito Bonifaz,,,,,,,
5391108753,10910654834,0,110832283,1,secondary,50,False,12.473,10910654834,5391108753,3,Avenida Jorge Ch?�vez,,,,,,,
5391108754,5391108755,0,1276425072,1,tertiary,40,False,19.491,5391108755,5391108754,2,?�valo Plaza Romana,,,circular,,,,
5391108755,11100213198,0,967058125,0,tertiary,40,True,91.717,11100213198,5391108755,,Avenida Garc?�a de Carbajal,,,,,,,
5391113983,5391127543,0,110816503,0,residential,30,True,59.81,5391127543,5391113983,2,Toribio Pacheco,,,,,,,
5391113983,10920891210,0,558922932,1,residential,30,False,88.061,5391113983,10920891210,,Pasaje Bustamante,,,,,,,
5391113995,5391127530,0,558922936,0,residential,,False,81.584,5391127530,5391113995,,Calle Antonio Raymondi,,,,,,,
5391113995,5391127531,0,"[1029057108, 110830325]",0,residential,30,True,183.288,5391127531,5391113995,,Paul Rivet,,,,,,,
5391114005,5391114007,0,558922935,0,footway,,True,56.455,5391114007,5391114005,,,,,,,,,
5391127528,10920891201,0,"[558922936, 110829099]",0,residential,40,"[False, True]",53.506,10920891201,5391127528,,Calle Antonio Raymondi,,,,,,,
5391127530,5391127531,0,558924229,0,residential,,True,94.851,5391127531,5391127530,,Dante Alighieri,,,,,,,
5391127531,5391127532,0,110830325,0,residential,30,True,83.496,5391127532,5391127531,,Paul Rivet,,,,,,,
5391127532,10920891195,0,"[558924230, 1175230038]",0,footway,,"[False, True]",67.195,10920891195,5391127532,,,,,,,,,
5391127534,10920891201,0,110829099,0,residential,40,False,5.15,10920891201,5391127534,,Calle Antonio Raymondi,,,,,,,
5391127534,6016050244,0,1175236871,0,residential,,False,45.943,6016050244,5391127534,,,,,,,,,
5391127535,5391127536,0,558924232,0,footway,,True,57.231,5391127536,5391127535,,,,,,,,,
5391127539,5391127540,0,558924233,0,track,,True,43.797,5391127540,5391127539,,,,,,,,,
5391127548,5391127549,0,"[558924237, 1185167879]",0,"['living_street', 'footway']",,True,101.704,5391127549,5391127548,,Pasaje T. Ureta,,,,,,,
5391127550,8298866203,0,110822677,1,residential,40,False,22.055,5391127550,8298866203,2,Avenida Luna Pizarro,,,,,,,
5391127550,5391127555,0,558924238,0,service,,False,42.46,5391127555,5391127550,,,,,,,,alley,
5391127550,5391127551,0,110822677,1,residential,40,False,53.896,5391127551,5391127550,2,Avenida Luna Pizarro,,,,,,,
5391127551,5391127553,0,110822677,1,residential,40,False,60.052,5391127553,5391127551,2,Avenida Luna Pizarro,,,,,,,
5391127552,5391127553,0,558924240,0,service,20,True,90.216,5391127553,5391127552,,Pasaje Par?�s,,,,,,alley,
5391127560,5391127563,0,198354871,1,primary,60,False,23.658,5391127560,5391127563,2,Avenida Parra,,AR-114,,,,,
5391127560,5391127562,0,"[558924243, 1185046365]",0,service,,True,110.03,5391127562,5391127560,,,,,,,,parking_aisle,
5391127563,5391127565,0,"[558924244, 1185046364]",0,service,,True,63.243,5391127565,5391127563,,,,,,,,parking_aisle,
5391127578,5391127586,0,558924253,0,residential,,True,53.551,5391127586,5391127578,,,,,,,,,
5391127578,5391127582,0,"[558924250, 110821053]",0,"['footway', 'residential']",,True,127.478,5391127582,5391127578,,,,,,,,,
5391127582,5391127588,0,558918794,0,residential,,True,35.662,5391127588,5391127582,,,,,,,,,
5391127586,5391127588,0,558924253,0,residential,,True,125.182,5391127588,5391127586,,,,,,,,,
5391127589,11012585682,0,109453211,1,secondary,40,False,31.565,5391127589,11012585682,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391127589,5391127595,0,558924254,0,residential,,True,133.374,5391127595,5391127589,,Juventud Ferroviaria,,,,,,,
5391127589,11016523151,0,109453211,1,secondary,40,False,5.622,11016523151,5391127589,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391127593,11016523152,0,424732725,1,secondary,40,False,36.45,5391127593,11016523152,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391127593,11012585682,0,558924255,0,residential,,True,12.05,11012585682,5391127593,,,,,,,,,
5391127593,5533945059,0,558924255,0,residential,,False,104.371,5533945059,5391127593,,,,,,,,,
5391127593,5533945063,0,424732725,1,secondary,40,False,73.75,5533945063,5391127593,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391127594,5391127598,0,558924256,0,footway,,True,66.18,5391127598,5391127594,,,,,,,,,
5391127595,5391127598,0,558924256,0,footway,,False,54.666,5391127598,5391127595,,,,,,,,,
5391127596,11016523151,0,109453211,1,secondary,40,False,50.672,5391127596,11016523151,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391127596,5391127598,0,558924257,0,residential,,True,107.921,5391127598,5391127596,,,,,,,,,
5391127596,5462836626,0,109453211,1,secondary,40,False,6.984,5462836626,5391127596,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391127600,5391127603,0,109453211,1,secondary,40,False,61.452,5391127600,5391127603,,Avenida Juan Vidaurr?�zaga,,,,,,,
5391127600,5391127601,0,558924258,0,footway,,True,75.766,5391127601,5391127600,,,,,,,,,
5391127600,5533945063,0,577207799,0,residential,,False,12.275,5533945063,5391127600,,,,,,,,,
5391127601,5391127604,0,558924259,0,residential,,True,55.923,5391127604,5391127601,,,,,,,,,
5391127602,5391127604,0,558924259,0,residential,,False,51.092,5391127604,5391127602,,,,,,,,,
5391127603,5391127604,0,558924260,0,footway,,True,84.03,5391127604,5391127603,,,,,,,,,
5391133719,11016523160,0,110815238,1,primary,60,False,8.374,11016523160,5391133719,2,Avenida Venezuela,,,,,,,
5391133822,5750184882,0,558925027,0,footway,,False,40.27,5750184882,5391133822,,,,,,,,,
5391133822,5750184878,0,558925026,1,residential,,False,87.873,5750184878,5391133822,,Calle El Palomar,,,,,,,
5391133823,5391133824,0,558925028,0,residential,,True,151.566,5391133824,5391133823,,Las Aguamarinas,,,,,,,
5391133823,5391133831,0,109453214,0,residential,40,True,55.627,5391133831,5391133823,,Calle Alberto Guill?�n,,,,,,,
5391133824,10754897662,0,558925028,0,residential,,True,9.024,10754897662,5391133824,,Las Aguamarinas,,,,,,,
5391133825,5391133828,0,572445611,0,residential,,True,70.52,5391133828,5391133825,,Las Amatistas,,,,,,,
5391133825,5499574355,0,572445613,0,residential,,True,117.032,5499574355,5391133825,,Los Rub?�es,,,,,,,
5391133826,5391133830,0,549831181,0,residential,,False,57.74,5391133830,5391133826,,Los Zafiros,,,,,,,
5391133826,5391133828,0,572445611,0,residential,,False,115.114,5391133828,5391133826,,Las Amatistas,,,,,,,
5391133827,5499574355,0,109453214,0,residential,40,False,67.411,5499574355,5391133827,,Calle Alberto Guill?�n,,,,,,,
5391133827,5391133829,0,572445612,0,residential,,True,56.498,5391133829,5391133827,,Los Brillantes,,,,,,,
5391133828,5391133829,0,572445612,0,residential,,False,60.558,5391133829,5391133828,,Los Brillantes,,,,,,,
5391133829,5391133830,0,558925030,0,residential,,True,117.452,5391133830,5391133829,,Los ?�palos,,,,,,,
5391133831,5499574355,0,109453214,0,residential,40,True,59.965,5499574355,5391133831,,Calle Alberto Guill?�n,,,,,,,
5391133832,5391133837,0,558925032,0,residential,,False,9.943,5391133837,5391133832,,,,,,,,,
5391133833,5391133837,0,558925034,0,residential,,True,96.389,5391133837,5391133833,,,,,,,,,
5391133842,5391133844,0,558925037,0,residential,,True,95.854,5391133844,5391133842,,,,,,,,,
5391133844,5391133846,0,557857107,0,residential,,True,35.358,5391133846,5391133844,1,San Fernando,,,,,,,
5391144407,11015162803,0,110838644,0,tertiary,30,False,60.05,11015162803,5391144407,2,Fransisco Mostajo,,,,,,,
5391148521,5391148533,0,109453189,0,residential,,True,60.926,5391148533,5391148521,,,,,,,,,
5391148525,5391148528,0,558926663,0,residential,,True,98.105,5391148528,5391148525,,,,,,,,,
5391148529,5391148535,0,558926664,0,residential,,True,35.743,5391148535,5391148529,,,,,,,,,
5391148529,5391148530,0,558926664,0,residential,,False,75.253,5391148530,5391148529,,,,,,,,,
5391148532,5391148535,0,558926664,0,residential,,False,40.768,5391148535,5391148532,,,,,,,,,
5391148532,5391148533,0,558926664,0,residential,,True,66.328,5391148533,5391148532,,,,,,,,,
5391148537,5468199638,0,110809588,0,residential,,True,68.783,5468199638,5391148537,,,,,,,,,
